"dataset","tissue","celltype","marker"
"tabulasapiens_top30","Blood","type i nk t cell","GNLY,KLRD1,NKG7,GZMA,DUSP2,GZMB,ARL4C,PRF1,CD7,KLRB1,CTSW,AREG,CD69,KLRF1,HOPX,CD247,FGFBP2,CLIC3,NCR1,GZMM,IL2RB,CD3E,CCL4,SPON2,TXK,RUNX3,MATK,SAMD3,PYHIN1,PTGDR"
"tabulasapiens_top30","Blood","cd141-positive myeloid dendritic cell","AVP,SPINK2,CRHBP,AC011139.1,NPR3,DPPA4,CD34,CLEC9A,MYCT1,LINC02573,PRKG2,BAALC,ADGRG6,PROM1,BSPRY,KIT,AC026369.3,C3orf80,AJ009632.2,MYCN,CRYGD,IGSF10,HOXB-AS3,RBPMS,HOXA7,CPXM1,CHRM3,MMP7,CAVIN1,MECOM"
"tabulasapiens_top30","Blood","cd8-positive, alpha-beta t cell","IL32,CCL5,CD3D,IL7R,GZMA,CD3G,CD3E,TRAC,CD2,CD8A,GNLY,TRBC2,CD8B,GZMH,LYAR,PCED1B-AS1,NKG7,ARL4C,KLRD1,FGFBP2,LCK,KLRG1,GZMB,CD52,BCL11B,PRF1,CCL4,ETS1,HOPX,GIMAP7"
"tabulasapiens_top30","Blood","plasma cell","JCHAIN,MZB1,SEC11C,HSP90B1,FKBP11,TNFRSF17,SDF2L1,ITM2C,LMAN1,DERL3,IGHG1,PDIA4,MYDGF,XBP1,MANF,CALR,PDIA6,IGHA2,TXNDC5,POU2AF1,SSR3,SPCS2,SRM,DANCR,AQP3,CRELD2,IGHG3,PRDX4,PIM2,CD27"
"tabulasapiens_top30","Blood","t cell","AC007216.3,CCR7,CD3E,CCDC141,SOCS1,LINC01215,TNRC6C,TXK,CCDC102B,GATA3,CPLANE1,HIST1H1E,HIST1H1D,CD69,HIST1H2AK,TC2N,ZBED4,DYRK2,HIPK1-AS1,RGS1,ETS1,TSPYL2,BCL11B,PATJ,AREG,IL7R,AC005261.5,TRBC1,AC037198.1,ZBTB10"
"tabulasapiens_top30","Blood","platelet","PF4,GP9,CAVIN2,GNG11,ITGA2B,CMTM5,TREML1,MYL9,MPIG6B,PDLIM1,CD9,ACRBP,PTCRA,TMEM40,PTGS1,BEX3,PF4V1,CLEC1B,RAB27B,NEXN,ITGB3,ESAM,CTTN,MYLK,MMRN1,MGLL,AP003068.2,LGALSL,SH3BGRL2,LTBP1"
"tabulasapiens_top30","Blood","naive thymus-derived cd4-positive, alpha-beta t cell","IL7R,CCR7,BCL11B,TCF7,CD3E,PRKCQ-AS1,CD3D,CD3G,LEF1,TRAC,RCAN3,MAL,CAMK4,OXNAD1,TRAT1,ITK,TSHZ2,TRABD2A,FBXO32,ANK3,INPP4B,TNFSF8,RNF157,ADTRP,LINC01550,SPOCK2,LINC00402,PRKCA,BCL2,CHRM3-AS2"
"tabulasapiens_top30","Blood","non-classical monocyte","UMODL1-AS1,LINC02139,AL158212.2,VMO1,ZNF229,ACKR3,CKB,SLC46A1,CDKN1C,KCNMA1,FMNL2,AC132192.1,QPRT,CXCR2P1,GPLD1,FOLR2,RTN1,PLK2,RAB39A,HLA-DRB6,RMI2,AC022413.1,TCF7L2,TAGLN,USP18,DET1,PPM1N,RPL32P1,MSR1,REC8"
"tabulasapiens_top30","Blood","hematopoietic stem cell","PRSS57,LAPTM4B,AVP,SPINK2,EGFL7,MYB,CRHBP,CYTL1,SOCS2,FAM30A,SMIM24,GATA2,DPPA4,GUCY1A1,CD34,MSRB3,CPA3,NPR3,ST8SIA6,DIPK1B,PNMT,MAP7,AL157895.1,FCER1A,MYCT1,LINC02573,KIT,ZNF385D,IGLL1,MED12L"
"tabulasapiens_top30","Blood","plasmacytoid dendritic cell","ACY3,SPINK2,RASD1,DIPK1C,SYT2,NYNRIN,KIF17,PTPRD,KCNK17,SHD,SLC4A3,PTH1R,LPAR3,BEND6,AC125603.1,NPTX2,CRISPLD1,SPP1,CLNK,AL591845.1,PALD1,C1QTNF4,KIT,TDRKH-AS1,CLIC5,NEGR1,NEURL1B,MPPED2,PLD4,SH3D21"
"tabulasapiens_top30","Blood","basophil","PRSS57,CPA3,GATA2,CYTL1,DPPA4,PNMT,CNRIP1,FCER1A,NPR3,AVP,LINC02573,CAVIN1,MED12L,CD34,MYCT1,TIMP3,RHEX,CRYGD,CPXM1,FAM124B,IGLL1,GSTM5,HPGDS,ZNF521,IGSF10,ZNF711,KIT,GCSAML,AC002454.1,PRKG2"
"tabulasapiens_top30","Blood","cd4-positive, alpha-beta t cell","IL7R,IL32,TRAC,CD3D,CD3G,LDHB,CD3E,LTB,PRKCQ-AS1,GIMAP7,BCL11B,TRBC2,TCF7,PCED1B-AS1,CCR7,LCK,NPM1,NOSIP,GAS5,LEF1,TRAT1,CD2,CD52,CD27,MAL,TRBC1,RPL9P9,NOP53,EVL,SARAF"
"tabulasapiens_top30","Blood","monocyte","MTND1P23,AC020656.1,VCAN,LYZ,AIF1,LGALS1,MS4A6A,CST3,ANXA2,NPC2,CTSB,S100A10,FCN1,MTCO1P12,CPVL,FGL2,SULT1A1,HMOX1,RNASE1,CYBB,HLA-DRA,TYMP,AL450405.1,CD163,CD300E,MAFB,LGALS3,MPEG1,MT2A,CD14"
"tabulasapiens_top30","Blood","plasmablast","TBC1D27P,GPRC5D,CAV1,CNKSR1,CHPF,AP002852.1,HRASLS2,BMP8B,MIR193BHG,AC092068.2,TXNDC5,SSPN,PYCR1,DERL3,IGKV1D-43,AC012236.1,TNFRSF17,NUGGC,PSAT1,MACROD1,NPIPB6,CEP128,CEND1,DENND5B,MYO1D,ELOCP28,ZBTB32,IFNG-AS1,TNFRSF13B,KIFC1"
"tabulasapiens_top30","Blood","cd24 neutrophil","SNORD115-31,MIR520E,RNU6-1028P,MIR508,RF00401-1,RPL23AP36,RPL32P31,AC009262.1,AC105402.1,AC243428.1,BSNDP1,AL160413.1,HMGN2P11,AC113386.1,AC011611.2,HES3,AL162574.3,AL357558.2,AC104619.2,MTND2P7,LINC02409,MTHFD2P7,LINC02116,KRT17P3,OR4A6P,AP003390.2,FTLP4,AC023442.3,AC010267.1,AC103409.1"
"tabulasapiens_top30","Blood","nampt neutrophil","FTH1P20,AL512646.1,FTH1P7,FTH1P23,PLIN5,AC023886.2,CSF3R,RPS12,ALPL,RPLP1,RPLP2,IFITM2,MT-ND4,RPS15,RPL28,RPL41,RPS11,TPT1,FTH1P8,UBB,UBA52,MT-CO1,MT-CO2,BASP1,MT-ND1,RPS14,RPS3A,RPS8,MT-ND3,RPL37"
"tabulasapiens_top30","Blood","myeloid progenitor","CPA3,TPSAB1,ADCYAP1,AC055874.1,SHANK3,KLRG2,AMHR2,DPY19L1P2,FREM1,CLGN,C19orf81,AC073487.1,HPGDS,CD34,LINC01835,IGSF10,FERMT1,APOC1,IGLL1,FAM178B,AC093677.2,SLC8A3,HOXA10-AS,PROM1,SMPDL3B,CNRIP1,TMEM231,HMGA2,CPXM1,DIRAS1"
"tabulasapiens_top30","Blood","macrophage","NME2,GABARAP,ALDOA,ATP6V0C,AL138963.3,TNFSF13,AL662899.2,OVCA2,IFI30,CFP,RPS26,TMSB10,STAB1,HMOX1,CST3,AL591846.1,IFITM3,GSTM1,CTSB,RPS2P5,PSAP,CD300H,FTL,COL6A3,SH3BGRL3,CD74,S100A10,AL365357.1,AL133415.1,GSTP1"
"tabulasapiens_top30","Blood","granulocyte",NA
"tabulasapiens_top10","Bone_Marrow","monocyte","VCAN,CD163,CST3,AIF1,MS4A6A,CD14,MAFB,CTSB,MPEG1,LYZ"
"tabulasapiens_top10","Bone_Marrow","plasma cell","MZB1,IGHG1,JCHAIN,IGHG2,DERL3,PRDX4,SEC11C,FKBP11,XBP1,SPAG4"
"tabulasapiens_top10","Bone_Marrow","hematopoietic stem cell","SPINK2,CRHBP,AVP,SOX4,SMIM24,PRSS57,IGFBP7,EGFL7,FAM30A,LAPTM4B"
"tabulasapiens_top10","Bone_Marrow","erythroid progenitor","CA1,AHSP,GSTM3,HBD,CA2,PRDX2,KLF1,BLVRB,APOC1,CD36"
"tabulasapiens_top10","Bone_Marrow","nk cell","GNLY,GZMB,KLRD1,PRF1,FGFBP2,CLIC3,GZMA,NKG7,KLRF1,FCGR3A"
"tabulasapiens_top10","Bone_Marrow","granulocyte","MPO,AZU1,ELANE,RNASE2,LYZ,MKI67,MS4A3,MS4A6A,TOP2A,CLEC11A"
"tabulasapiens_top10","Bone_Marrow","naive b cell","AL139020.1,MS4A1,LINC00926,FAM129C,FCER2,CD22,LINC02397,AL139020.2,IGHD,CD79A"
"tabulasapiens_top10","Bone_Marrow","macrophage","IFI30,MAFB,HMOX1,CD68,CD163,VSIG4,CST3,MS4A7,ATP6V0C,CFP"
"tabulasapiens_top10","Bone_Marrow","myeloid progenitor","ITGA2B,CYTL1,GATA2,AL157895.1,PKIG,PNMT,CNRIP1,IL1B,ALDH1A1,CPA3"
"tabulasapiens_top10","Bone_Marrow","memory b cell","MS4A1,CD79A,BANK1,CD79B,TNFRSF13C,BLK,LINC00926,FCRLA,NAPSB,CD22"
"tabulasapiens_top10","Bone_Marrow","cd8-positive, alpha-beta t cell","CCL5,GZMA,IL32,CD8A,KLRD1,CCL4,CD2,CD3D,CD3G,CD8B"
"tabulasapiens_top10","Bone_Marrow","cd4-positive, alpha-beta t cell","IL7R,CD3E,IL32,CD3D,TRAC,CD3G,TCF7,CD69,CD2,BCL11B"
"tabulasapiens_top10","Bone_Marrow","nampt neutrophil","FCGR3B,VNN2,MME,AQP9,ALPL,CMTM2,CXCR2,CR1,STEAP4,RPH3A"
"tabulasapiens_top10","Bone_Marrow","cd24 neutrophil","LTF,MMP8,OLFM4,PGLYRP1,LCN2,MMP9,CD24,CRISP3,ARG1,PADI4"
"tabulasapiens_top10","Bone_Marrow","neutrophil","MMP9,CICP27,CMTM2,ALPL,OLAH,RPLP1,IL1R2,S100A12,VNN2,FCGR3B"
"tabulasapiens_top10","Bone_Marrow","plasmablast","RF00322-9,MIR624,FO624990.1,RNU7-134P,RF00019-186,ZNF587P1,MAL2,PINX1,YWHAQP7,AC112907.2"
"tabulasapiens_top10","Bone_Marrow","erythrocyte","SLC4A1,ALAS2,TMCC2,SOX6,GYPB,SELENBP1,EPB42,GYPA,TSPO2,FHDC1"
"tabulasapiens_top20","Bone_Marrow","monocyte","VCAN,CD163,CST3,AIF1,MS4A6A,CD14,MAFB,CTSB,MPEG1,LYZ,FGL2,MS4A7,KCTD12,MARCH1,ANXA2,RNASE2,CLEC7A,CCDC88A,THBS1,RNASE6"
"tabulasapiens_top20","Bone_Marrow","plasma cell","MZB1,IGHG1,JCHAIN,IGHG2,DERL3,PRDX4,SEC11C,FKBP11,XBP1,SPAG4,IGHG3,SSR4,SDC1,IGHG4,IGLL5,ITM2C,FCRL5,TENT5C,SDF2L1,PLPP5"
"tabulasapiens_top20","Bone_Marrow","hematopoietic stem cell","SPINK2,CRHBP,AVP,SOX4,SMIM24,PRSS57,IGFBP7,EGFL7,FAM30A,LAPTM4B,SOCS2,AKR1C3,BEX3,CYTL1,GATA2,BCL11A,CD34,SSBP2,GUCY1A1,MMRN1"
"tabulasapiens_top20","Bone_Marrow","erythroid progenitor","CA1,AHSP,GSTM3,HBD,CA2,PRDX2,KLF1,BLVRB,APOC1,CD36,FAM178B,NME4,UROD,GATA1,TMEM14C,GIHCG,KCNH2,TFRC,TYMS,SMIM1"
"tabulasapiens_top20","Bone_Marrow","nk cell","GNLY,GZMB,KLRD1,PRF1,FGFBP2,CLIC3,GZMA,NKG7,KLRF1,FCGR3A,CD247,CTSW,KLRB1,HOPX,CCL4,PYHIN1,CD7,CST7,SH2D1B,KLRC1"
"tabulasapiens_top20","Bone_Marrow","granulocyte","MPO,AZU1,ELANE,RNASE2,LYZ,MKI67,MS4A3,MS4A6A,TOP2A,CLEC11A,STMN1,MGST1,IGFBP7,CTSG,CENPF,CCDC88A,FLT3,ENO1,RAB32,TPX2"
"tabulasapiens_top20","Bone_Marrow","naive b cell","AL139020.1,MS4A1,LINC00926,FAM129C,FCER2,CD22,LINC02397,AL139020.2,IGHD,CD79A,TNFRSF13C,BLK,BANK1,PAX5,IGHM,COL19A1,HLA-DQA1,SPIB,VPREB3,CD72"
"tabulasapiens_top20","Bone_Marrow","macrophage","IFI30,MAFB,HMOX1,CD68,CD163,VSIG4,CST3,MS4A7,ATP6V0C,CFP,AIF1,CD14,C1QA,IFITM3,STAB1,VCAN,LRP1,CTSB,GPX1,TYROBP"
"tabulasapiens_top20","Bone_Marrow","myeloid progenitor","ITGA2B,CYTL1,GATA2,AL157895.1,PKIG,PNMT,CNRIP1,IL1B,ALDH1A1,CPA3,CAVIN2,KLF1,GATA1,LAPTM4B,PBX1,MAP7,FCER1A,ANK1,PPP1R14A,SMIM1"
"tabulasapiens_top20","Bone_Marrow","memory b cell","MS4A1,CD79A,BANK1,CD79B,TNFRSF13C,BLK,LINC00926,FCRLA,NAPSB,CD22,LINC02397,VPREB3,FAM129C,LINC01781,CD19,SPIB,LINC01857,PAX5,TLR10,TNFRSF13B"
"tabulasapiens_top20","Bone_Marrow","cd8-positive, alpha-beta t cell","CCL5,GZMA,IL32,CD8A,KLRD1,CCL4,CD2,CD3D,CD3G,CD8B,CD3E,GZMB,GZMH,TRBC2,CST7,GZMK,NKG7,PRF1,TRAC,FYN"
"tabulasapiens_top20","Bone_Marrow","cd4-positive, alpha-beta t cell","IL7R,CD3E,IL32,CD3D,TRAC,CD3G,TCF7,CD69,CD2,BCL11B,SPOCK2,CD52,LEF1,PIK3IP1,LCK,LTB,ARL4C,TRBC2,IFITM1,CAMK4"
"tabulasapiens_top20","Bone_Marrow","nampt neutrophil","FCGR3B,VNN2,MME,AQP9,ALPL,CMTM2,CXCR2,CR1,STEAP4,RPH3A,CREB5,FCGR2A,MMP25,LUCAT1,KCNJ15,TREM1,OLAH,CXCR1,AC092746.1,DGAT2"
"tabulasapiens_top20","Bone_Marrow","cd24 neutrophil","LTF,MMP8,OLFM4,PGLYRP1,LCN2,MMP9,CD24,CRISP3,ARG1,PADI4,S100P,CD177,S100A12,CYP4F3,ANXA3,RETN,IL1R2,CAMP,CEACAM8,CKAP4"
"tabulasapiens_top20","Bone_Marrow","neutrophil","MMP9,CICP27,CMTM2,ALPL,OLAH,RPLP1,IL1R2,S100A12,VNN2,FCGR3B,RPL13,AQP9,RPL13A,RPL21,RPS23,RPS14,RPS2,RPL32,MME,RPS18"
"tabulasapiens_top20","Bone_Marrow","plasmablast","RF00322-9,MIR624,FO624990.1,RNU7-134P,RF00019-186,ZNF587P1,MAL2,PINX1,YWHAQP7,AC112907.2,ATP2C2-AS1,RFLNA,AC025434.1,RF02271-31,CHAD,AC022726.1,RNU4-47P,CDIPTOSP,AC137549.1,CECR3"
"tabulasapiens_top20","Bone_Marrow","erythrocyte","SLC4A1,ALAS2,TMCC2,SOX6,GYPB,SELENBP1,EPB42,GYPA,TSPO2,FHDC1,TRIM10,IFIT1B,YPEL4,ABCC13,FRMD4A,PDZK1IP1,AC100835.2,LINC00570,HEPACAM2,SLFN14"
"tabulasapiens_top30","Bone_Marrow","monocyte","VCAN,CD163,CST3,AIF1,MS4A6A,CD14,MAFB,CTSB,MPEG1,LYZ,FGL2,MS4A7,KCTD12,MARCH1,ANXA2,RNASE2,CLEC7A,CCDC88A,THBS1,RNASE6,CPVL,VSIG4,HMOX1,PDK4,ADA2,GASK1B,STAB1,LRP1,PLXDC2,TNFAIP2"
"tabulasapiens_top30","Bone_Marrow","plasma cell","MZB1,IGHG1,JCHAIN,IGHG2,DERL3,PRDX4,SEC11C,FKBP11,XBP1,SPAG4,IGHG3,SSR4,SDC1,IGHG4,IGLL5,ITM2C,FCRL5,TENT5C,SDF2L1,PLPP5,HERPUD1,IGKV4-1,TNFRSF17,PIM2,IGLV3-1,MYDGF,HSP90B1,POU2AF1,ERLEC1,SSR3"
"tabulasapiens_top30","Bone_Marrow","hematopoietic stem cell","SPINK2,CRHBP,AVP,SOX4,SMIM24,PRSS57,IGFBP7,EGFL7,FAM30A,LAPTM4B,SOCS2,AKR1C3,BEX3,CYTL1,GATA2,BCL11A,CD34,SSBP2,GUCY1A1,MMRN1,MSRB3,NPR3,TFPI,IL1B,HEMGN,NPDC1,MYCT1,PCDH9,DPPA4,C1QTNF4"
"tabulasapiens_top30","Bone_Marrow","erythroid progenitor","CA1,AHSP,GSTM3,HBD,CA2,PRDX2,KLF1,BLVRB,APOC1,CD36,FAM178B,NME4,UROD,GATA1,TMEM14C,GIHCG,KCNH2,TFRC,TYMS,SMIM1,ANK1,STMN1,PRKAR2B,SYNGR1,RHAG,TUBB,CYTL1,HMBS,HMGA1,HEBP1"
"tabulasapiens_top30","Bone_Marrow","nk cell","GNLY,GZMB,KLRD1,PRF1,FGFBP2,CLIC3,GZMA,NKG7,KLRF1,FCGR3A,CD247,CTSW,KLRB1,HOPX,CCL4,PYHIN1,CD7,CST7,SH2D1B,KLRC1,CCL3,TXK,SAMD3,TRDC,PTGDR,ADGRG1,IL2RB,CX3CR1,TBX21,KLRK1"
"tabulasapiens_top30","Bone_Marrow","granulocyte","MPO,AZU1,ELANE,RNASE2,LYZ,MKI67,MS4A3,MS4A6A,TOP2A,CLEC11A,STMN1,MGST1,IGFBP7,CTSG,CENPF,CCDC88A,FLT3,ENO1,RAB32,TPX2,TYMS,CLSPN,KIF11,PCLAF,RNASE3,BIRC5,KLF4,UHRF1,GTSE1,LY86"
"tabulasapiens_top30","Bone_Marrow","naive b cell","AL139020.1,MS4A1,LINC00926,FAM129C,FCER2,CD22,LINC02397,AL139020.2,IGHD,CD79A,TNFRSF13C,BLK,BANK1,PAX5,IGHM,COL19A1,HLA-DQA1,SPIB,VPREB3,CD72,CD79B,AFF3,FCRLA,EBF1,STAG3,FCRL1,CLEC17A,NETO1,SNX29P2,CNR2"
"tabulasapiens_top30","Bone_Marrow","macrophage","IFI30,MAFB,HMOX1,CD68,CD163,VSIG4,CST3,MS4A7,ATP6V0C,CFP,AIF1,CD14,C1QA,IFITM3,STAB1,VCAN,LRP1,CTSB,GPX1,TYROBP,MPEG1,GABARAP,NME2,FTL,ASGR1,MS4A6A,LST1,CSF1R,NPC2,PDK4"
"tabulasapiens_top30","Bone_Marrow","myeloid progenitor","ITGA2B,CYTL1,GATA2,AL157895.1,PKIG,PNMT,CNRIP1,IL1B,ALDH1A1,CPA3,CAVIN2,KLF1,GATA1,LAPTM4B,PBX1,MAP7,FCER1A,ANK1,PPP1R14A,SMIM1,C2orf88,SERPINE2,TFR2,CDC42BPA,ST8SIA6,MED12L,FHL2,TIMP3,DPPA4,CMBL"
"tabulasapiens_top30","Bone_Marrow","memory b cell","MS4A1,CD79A,BANK1,CD79B,TNFRSF13C,BLK,LINC00926,FCRLA,NAPSB,CD22,LINC02397,VPREB3,FAM129C,LINC01781,CD19,SPIB,LINC01857,PAX5,TLR10,TNFRSF13B,EBF1,CNR2,STAG3,SHISA8,FCER2,AIM2,AFF3,OSBPL10,AL139020.1,CD40"
"tabulasapiens_top30","Bone_Marrow","cd8-positive, alpha-beta t cell","CCL5,GZMA,IL32,CD8A,KLRD1,CCL4,CD2,CD3D,CD3G,CD8B,CD3E,GZMB,GZMH,TRBC2,CST7,GZMK,NKG7,PRF1,TRAC,FYN,KLRG1,LCK,CCL4L2,PYHIN1,PRDM1,SAMD3,TRGC2,LINC01871,KLRK1,EOMES"
"tabulasapiens_top30","Bone_Marrow","cd4-positive, alpha-beta t cell","IL7R,CD3E,IL32,CD3D,TRAC,CD3G,TCF7,CD69,CD2,BCL11B,SPOCK2,CD52,LEF1,PIK3IP1,LCK,LTB,ARL4C,TRBC2,IFITM1,CAMK4,SARAF,ETS1,EVL,RCAN3,ITK,INPP4B,CD48,NOP53,GIMAP7,LEPROTL1"
"tabulasapiens_top30","Bone_Marrow","nampt neutrophil","FCGR3B,VNN2,MME,AQP9,ALPL,CMTM2,CXCR2,CR1,STEAP4,RPH3A,CREB5,FCGR2A,MMP25,LUCAT1,KCNJ15,TREM1,OLAH,CXCR1,AC092746.1,DGAT2,MTND5P32,NAMPTP1,KRT23,SLC11A1,BCL6,IL18R1,BCL2A1,TLR2,TLR5,DSC2"
"tabulasapiens_top30","Bone_Marrow","cd24 neutrophil","LTF,MMP8,OLFM4,PGLYRP1,LCN2,MMP9,CD24,CRISP3,ARG1,PADI4,S100P,CD177,S100A12,CYP4F3,ANXA3,RETN,IL1R2,CAMP,CEACAM8,CKAP4,S100A9,CYBB,PYGL,GCA,S100A8,PLBD1,MNDA,FCN1,SYNE1,CYSTM1"
"tabulasapiens_top30","Bone_Marrow","neutrophil","MMP9,CICP27,CMTM2,ALPL,OLAH,RPLP1,IL1R2,S100A12,VNN2,FCGR3B,RPL13,AQP9,RPL13A,RPL21,RPS23,RPS14,RPS2,RPL32,MME,RPS18,RPS15,RPS19,CXCR2,RPS12,STEAP4,RPS27A,NCF1C,RPS8,RPL15,EEF1A1"
"tabulasapiens_top30","Bone_Marrow","plasmablast","RF00322-9,MIR624,FO624990.1,RNU7-134P,RF00019-186,ZNF587P1,MAL2,PINX1,YWHAQP7,AC112907.2,ATP2C2-AS1,RFLNA,AC025434.1,RF02271-31,CHAD,AC022726.1,RNU4-47P,CDIPTOSP,AC137549.1,CECR3,AC022173.1,AC009365.3,AL050343.2,AP001469.2,RNU6-748P,RF00012-18,LINC02399,NIPAL1,RNU6-628P,MIR320E"
"tabulasapiens_top30","Bone_Marrow","erythrocyte","SLC4A1,ALAS2,TMCC2,SOX6,GYPB,SELENBP1,EPB42,GYPA,TSPO2,FHDC1,TRIM10,IFIT1B,YPEL4,ABCC13,FRMD4A,PDZK1IP1,AC100835.2,LINC00570,HEPACAM2,SLFN14,AC080038.1,FAXDC2,HBM,DMTN,SMIM5,ACSL6,TNS1,OSBP2,RHD,ART4"
"tabulasapiens_top10","Eye","conjunctival epithelial cell","KRT19,KRT13,AQP5,F3,KRT4,AQP3,S100A9,CXCL17,MMP10,S100A8"
"tabulasapiens_top10","Eye","monocyte","CD300E,LILRB2,LILRA5,LILRA1,AQP9,FCN1,MTND5P32,PADI4,FPR2,FPR1"
"tabulasapiens_top10","Eye","microglial cell","C1QB,C1QA,C1QC,TYROBP,FCER1G,RGS1,CD163,LAPTM5,AIF1,CD14"
"tabulasapiens_top10","Eye","eye photoreceptor cell","SAG,RHO,AIPL1,PDE6A,RCVRN,GNGT1,ROM1,AC139530.1,NRL,GNAT1"
"tabulasapiens_top10","Eye","muller cell","CRABP1,TF,FABP7,C1orf61,RLBP1,WIF1,SPP1,FRZB,CA2,LINC00632"
"tabulasapiens_top10","Eye","fibroblast","KERA,THBS4,GRP,HOXB-AS1,AC098847.1,COL8A1,DKK2,ANGPTL5,POU3F3,CDH11"
"tabulasapiens_top10","Eye","t cell","IL7R,CXCR4,CD69,CCL5,IL32,CD52,PTPRC,CD3D,CD2,TRBC2"
"tabulasapiens_top10","Eye","limbal stem cell","TP73,WNT10A,DLK2,COL7A1,DLL1,SULT1E1,JAG2,TP63,LAMB4,BOC"
"tabulasapiens_top10","Eye","retinal blood vessel endothelial cell","AQP1,VWF,SPARCL1,ACKR1,PECAM1,SELE,PLVAP,ENG,SPRY1,A2M"
"tabulasapiens_top10","Eye","epithelial cell of lacrimal sac","SMR3A,SMR3B,PRR4,LTF,OPRPN,SAA2,AZGP1,RGS5,AC020656.1,TNFAIP6"
"tabulasapiens_top10","Eye","corneal keratocyte","APOD,MGP,ADH1B,DCN,FBLN1,PRELP,IGFBP5,C1S,SERPING1,C1R"
"tabulasapiens_top10","Eye","b cell","CD52,MS4A1,CD79A,BANK1,LTB,TNFRSF13C,LINC01781,VPREB3,BLK,TNFRSF13B"
"tabulasapiens_top10","Eye","retinal pigment epithelial cell","RPE65,SLC6A13,SFRP5,SLC39A12,SLC16A8,SLC22A8,ERMN,KCNJ13,LINC00982,SCG5"
"tabulasapiens_top10","Eye","corneal epithelial cell","KRT12,KRT3,TGFBI,MGARP,CRTAC1,MAL,DSG1,CTSV,CXCL14,GJB6"
"tabulasapiens_top10","Eye","limbal stromal cell","BEST2,SCG5,HPD,C14orf180,FOLR1,SFRP5,OPTC,ATP1A2,F5,SLC13A4"
"tabulasapiens_top10","Eye","melanocyte","MLANA,QPCT,TYR,PLP1,BCAN,AFF3,GPR143,SOX10,LZTS1,SLCO4A1-AS1"
"tabulasapiens_top10","Eye","retinal bipolar neuron","ISL1,TMEM196,JPH4,NETO1,NEUROD4,CELF3,CALY,CPNE6,AC022469.1,GNG3"
"tabulasapiens_top10","Eye","dendritic cell","CCL5,PTPRC,NKG7,HCST,CD69,KLRD1,KLRB1,CD52,CST7,CD2"
"tabulasapiens_top10","Eye","plasma cell","JCHAIN,MZB1,DERL3,IGHA2,TNFRSF17,IGLV6-57,FCRL5,AC012236.1,IGKV4-1,CD27"
"tabulasapiens_top10","Eye","lacrimal gland functional unit cell","PRR4,OPRPN,AZGP1,CST1,LRRC26,TCN1,KIAA1324,LCN1P1,LPO,DNASE2B"
"tabulasapiens_top10","Eye","macrophage","CD163,F13A1,MRC1,C1QC,MS4A6A,LYVE1,VSIG4,MS4A7,MS4A4A,AIF1"
"tabulasapiens_top10","Eye","erythroid lineage cell","ALAS2,HBD,CA1,AHSP,HBQ1,HBM,AC130456.3,LINC00570,EPB42,KLF1"
"tabulasapiens_top10","Eye","radial glial cell","PBK,UBE2C,ASPM,MKI67,TPX2,TOP2A,ANLN,BIRC5,CENPK,CDK1"
"tabulasapiens_top10","Eye","ocular surface cell","TFF3,PKHD1L1,FLT4,F2RL3,GPR182,AC007998.3,CCL21,TM4SF18,MMRN1,MSMP"
"tabulasapiens_top10","Eye","cd8-positive, alpha-beta t cell","TRBV7-2,AC138466.1,TRBV7-9,AC016596.2,AL591721.1,SPDYE2B,AC015911.7,BX679664.1,SPDYE2,CCR6"
"tabulasapiens_top10","Eye","endothelial cell","MYH11,PPP1R14A,PLN,NEXN,CNN1,ITGA8,ITGA7,RERGL,CARMN,ACTG2"
"tabulasapiens_top10","Eye","retina horizontal cell","LHX1,LHX1-DT,LINC01896,CEND1,CALY,TKTL1,ONECUT1,KCNG2,FRMPD4,LINC02106"
"tabulasapiens_top10","Eye","ciliary body","CBLN2,TAC4,RASD2,SLC26A4-AS1,DES,ETNPPL,GLIS1,DGKI,MYOCD,GRP"
"tabulasapiens_top10","Eye","cd4-positive, alpha-beta t cell","LINC01934,DES,TNFSF8,ASPH,IL7R,PERP,TOX,S100A9,HPD,PRDX1"
"tabulasapiens_top10","Eye","mast cell","TPSAB1,TPSB2,CPA3,CTSG,TPSD1,TPSG1,MAS1L,MIR4420,MIR202HG,RHEX"
"tabulasapiens_top10","Eye","adipocyte","DGAT2,CIDEA,ACSBG1,THRSP,PKLR,PNLIPRP3,TRHDE-AS1,PNPLA5,MRAP,AC055854.1"
"tabulasapiens_top10","Eye","retinal ganglion cell","MYF6,LMOD2,SMPX,MYOG,KLHL40,HJV,TRIM54,MYH2,HSPB3,LANCL1-AS1"
"tabulasapiens_top20","Eye","conjunctival epithelial cell","KRT19,KRT13,AQP5,F3,KRT4,AQP3,S100A9,CXCL17,MMP10,S100A8,AGR2,SLPI,KRT8,LCN2,CXCL8,AKR1C2,WFDC2,KRT18,KRT17,TM4SF1"
"tabulasapiens_top20","Eye","monocyte","CD300E,LILRB2,LILRA5,LILRA1,AQP9,FCN1,MTND5P32,PADI4,FPR2,FPR1,MCEMP1,LILRB3,LST1,MPEG1,RGS18,DOK3,PROK2,ASGR2,LILRA6,SPI1"
