"dataset","tissue","marker","manual_annotation","manual_CLname","manual_CLID","manual_broadtype","gpt4aug3_annotation","gpt4aug3_CLname","gpt4aug3_CLID","gpt4aug3_broadtype","gpt4aug3_agreement","gpt4mar23_annotation","gpt4mar23_CLname","gpt4mar23_CLID","gpt4mar23_broadtype","gpt4mar23_agreement","gpt3.5aug3_annotation","gpt3.5aug3_CLname","gpt3.5aug3_CLID","gpt3.5aug3_broadtype","gpt3.5aug3_agreement","CellMarker2.0_annotation","CellMarker2.0_CLname","CellMarker2.0_CLID","CellMarker2.0_broadtype","CellMarker2.0_agreement","SingleR_annotation","SingleR_CLname","SingleR_CLID","SingleR_broadtype","SingleR_agreement","ScType_annotation","ScType_CLname","ScType_CLID","ScType_broadtype","ScType_agreement"
"Azimuth","Motor Cortex","GALNTL6, LRP1B, VIP, GRM7, KCNT2, THSD7A, ERBB4, SYNPR, ADARB2, SLC24A3","Vip+ GABAergic neuron","vip GABAergic cortical interneuron","CL:4023016","neuron","Interneurons","interneuron","CL:0000099","neuron",0.5,"Inhibitory neurons",NA,NA,"neuron",0.5,"Neurons","neuron","CL:0000540","neuron",0.5,"NA",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Motor Cortex","COLEC12, ITIH5, COL1A2, TBX18, EBF1, C7, COL6A2, SRPX2, FLVCR2, FMO2","vascular lepotomeningeal cell","vascular leptomeningeal cell","CL:4023051","fibroblast","Mesenchymal Stem Cells","mesenchymal stem cell","CL:0000134","stem cell",0,"Vascular smooth muscle cells","vascular associated smooth muscle cell","CL:0000359","muscle cell",0,"Neurons","neuron","CL:0000540","neuron",0,"NA",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Pancreas","ACP5, APOE, HLA-DRA, TYROBP, LAPTM5, SDS, FCER1G, C1QC, C1QB, SRGN","immune",NA,NA,"immune cell","Macrophages","macrophage","CL:0000235","macrophage/monocyte",0,"Macrophages or other antigen-presenting cells","macrophage,professional antigen presenting cell","CL:0000235,CL:0000145","macrophage/monocyte,antigen presenting cell",0.5,"Macrophages","macrophage","CL:0000235","macrophage/monocyte",0,"Monocyte-derived macrophage","macrophage","CL:0000235","macrophage/monocyte",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Pancreas","RGS5, C11orf96, FABP4, CSRP2, IL24, ADIRF, NDUFA4L2, GPX3, IGFBP4, ESAM","quiescent stellate",NA,NA,"fibroblast","Adipocytes","fat cell","CL:0000136","fat cell",0.5,"Pericytes or vascular smooth muscle cells","pericyte,vascular associated smooth muscle cell","CL:0000669,CL:0000359","pericyte,muscle cell",0.5,"Adipocytes","fat cell","CL:0000136","fat cell",0.5,"Pericyte","pericyte","CL:0000669","pericyte",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Pancreas","PLVAP, RGCC, ENG, PECAM1, ESM1, SERPINE1, CLDN5, STC1, MMP1, GNG11","endothelial","endothelial cell","CL:0000115","endothelial cell","Endothelial Cells","endothelial cell","CL:0000115","endothelial cell",1,"Endothelial cells","endothelial cell","CL:0000115","endothelial cell",1,"Endothelial cells","endothelial cell","CL:0000115","endothelial cell",1,"Endothelial cell","endothelial cell","CL:0000115","endothelial cell",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Pancreas","NGFR, CDH19, UCN2, SOX10, S100A1, PLP1, TSPAN11, WNT16, SOX2, TFAP2A","schwann","Schwann cell","CL:0002573","glial cell","Schwann Cells","Schwann cell","CL:0002573","glial cell",1,"Schwann cells or other neural crest-derived cells","Schwann cell precursor,NA","CL:0002375,NA","progenitor cell",0,"Schwann cells","Schwann cell","CL:0002573","glial cell",1,"Schwann cell","Schwann cell","CL:0002573","glial cell",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Pancreas","COL1A1, COL1A2, COL6A3, COL3A1, TIMP3, TIMP1, CTHRC1, SFRP2, BGN, LUM","activated stellate",NA,NA,"fibroblast","Stellate Cells",NA,NA,"fibroblast",0.5,"Fibroblasts or stromal cells","fibroblast,stromal cell","CL:0000057,CL:0000499","fibroblast,stromal cell",0.5,"Fibroblasts","fibroblast","CL:0000057","fibroblast",0.5,"Pancreatic stellate cell","pancreatic stellate cell","CL:0002410","fibroblast",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Pancreas","BHMT, VSTM2L, PHGR1, TM4SF5, ANXA13, ASGR1, DEFB1, GHRL, COL22A1, OLFML3","epsilon islet cell","pancreatic epsilon cell","CL:0005019","secretory cell","Hepatocytes","hepatocyte","CL:0000182","epithelial cell",0,"Hepatocytes or liver-related cells","hepatocyte,NA","CL:0000182,NA","epithelial cell,NA",0,"Hepatocytes","hepatocyte","CL:0000182","epithelial cell",0,"NA",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Pancreas","PPY, AQP3, MEIS2, ID2, GPC5-AS1, CARTPT, PRSS23, ETV1, PPY2, TUBB2A","gamma islet cell","pancreatic PP cell","CL:0002275","epithelial cell","Neuronal Cells","neuron","CL:0000540","neuron",0,"Pancreatic polypeptide (PP) cells","pancreatic PP cell","CL:0002275","epithelial cell",1,"Pancreatic polypeptide cells","pancreatic PP cell","CL:0002275","epithelial cell",1,"PP cell","PP cell","CL:0000696","epithelial cell",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Pancreas","SST, RBP4, SERPINA1, RGS2, PCSK1, SEC11C, HHEX, LEPR, MDK, LY6H","delta islet cell","pancreatic D cell","CL:0000173","epithelial cell","Alpha Cells","pancreatic A cell","CL:0000171","epithelial cell",0.5,"Delta cells (somatostatin-producing cells)","pancreatic D cell","CL:0000173","epithelial cell",1,"Somatostatin-producing cells","somatostatin secreting cell","CL:0000172","secretory cell",0,"δ cell","pancreatic D cell","CL:0000173","epithelial cell",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Pancreas","SPP1, MMP7, IGFBP7, KRT7, ANXA4, SERPINA1, LCN2, CFTR, KRT19, SERPING1","ductal","pancreatic ductal cell","CL:0002079","epithelial cell","Ductal Cells","pancreatic ductal cell","CL:0002079","epithelial cell",1,"Pancreatic ductal cells","pancreatic ductal cell","CL:0002079","epithelial cell",1,"Ductal cells","pancreatic ductal cell","CL:0002079","epithelial cell",1,"Undifferentiated pancreatic progenitor cell",NA,NA,"progenitor cell",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Pancreas","REG1A, PRSS1, CTRB2, CTRB1, REG1B, CELA3A, PRSS2, REG3A, CPA1, CLPS","acinar","acinar cell","CL:0000622","epithelial cell","Exocrine Acinar Cells",NA,NA,"epithelial cell",0.5,"Acinar cells","acinar cell","CL:0000622","epithelial cell",1,"Acinar cells","acinar cell","CL:0000622","epithelial cell",1,"Acinar cell","acinar cell","CL:0000622","epithelial cell",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Pancreas","IAPP, INS, DLK1, INS-IGF2, G6PC2, HADH, ADCYAP1, GSN, NPTX2, C12orf75","beta islet cell","type B pancreatic cell","CL:0000169","epithelial cell","Beta Cells","type B pancreatic cell","CL:0000169","epithelial cell",1,"Beta cells (insulin-producing cells)","type B pancreatic cell","CL:0000169","epithelial cell",1,"Beta cells","type B pancreatic cell","CL:0000169","epithelial cell",1,"Tissue resident macrophage","tissue-resident macrophage","CL:0000864","macrophage/monocyte",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Pancreas","GCG, TTR, PPP1R1A, CRYBA2, TM4SF4, MAFB, GC, GPX3, PCSK2, PEMT","alpha islet cell","pancreatic A cell","CL:0000171","epithelial cell","Delta Cells","pancreatic D cell","CL:0000173","epithelial cell",0.5,"Alpha cells (glucagon-producing cells)","pancreatic A cell","CL:0000171","epithelial cell",1,"Alpha cells","pancreatic A cell","CL:0000171","epithelial cell",1,"Alpha cell (α cell)","pancreatic A cell","CL:0000171","epithelial cell",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Fetal Development","LTBP1, ITGB3, ITGA2B, PF4, THBS1, PLEK, MED12L, PRKAR2B, RUNX1, ARHGAP6","Megakaryocytes","megakaryocyte","CL:0000556","megakaryocyte","Platelet","platelet","CL:0000233","platelet",0.5,"Megakaryocytes","megakaryocyte","CL:0000556","megakaryocyte",1,"Megakaryocytes","megakaryocyte","CL:0000556","megakaryocyte",1,"Megakaryocyte progenitor cell","megakaryocyte progenitor cell","CL:0000553","progenitor cell",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Fetal Development","ANK2, CADM2, KCNIP4, ROBO2, NRG3, CTNNA2, MDGA2, EPHA6, RALYL, EBF1","Ganglion cells","retinal ganglion cell","CL:0000740","neuron","Neurons","neuron","CL:0000540","neuron",0.5,"Neurons or neuronal progenitor cells","neuron,NA","CL:0000540,NA","neuron",0.5,"Neurons","neuron","CL:0000540","neuron",0.5,"D1-MSN(medium spiny neuron)","direct pathway medium spiny neuron","CL:4023026","neuron",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Fetal Development","COL1A1, COL3A1, COL1A2, DCN, COL6A2, COL5A1, COL5A2, IGF2, SPARC, VCAN","Stromal cells","stromal cell","CL:0000499","stromal cell","Fibroblasts","fibroblast","CL:0000057","fibroblast",0.5,"Fibroblasts","fibroblast","CL:0000057","fibroblast",0.5,"Fibroblasts","fibroblast","CL:0000057","fibroblast",0.5,"Pancreatic stellate cell","pancreatic stellate cell","CL:0002410","fibroblast",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Fetal Development","STAR, CYP17A1, SCARB1, DLK1, DHCR24, FDX1, CYP11A1, LDLR, RBM47, SH3BP5","Adrenocortical cells","cortical cell of adrenal gland","CL:0002097","epithelial cell","Leydig cell","Leydig cell","CL:0000178","interstitial cell",0,"Steroidogenic cells (e.g., in adrenal cortex or gonads)","Leydig cell","CL:0000178","interstitial cell",0,"Steroidogenic cells","Leydig cell","CL:0000178","interstitial cell",0,"Zona fasciculata cell","type II cell of adrenal cortex","CL:0002136","epithelial cell",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Fetal Development","CCL21, TFPI, STAB2, PROX1, RELN, EFNA5, IGFBP7, CD36, MMRN1, LYVE1","Lymphatic endothelial cells","endothelial cell of lymphatic vessel","CL:0002138","endothelial cell","Lymphatic endothelial cells","endothelial cell of lymphatic vessel","CL:0002138","endothelial cell",1,"Lymphatic endothelial cells","endothelial cell of lymphatic vessel","CL:0002138","endothelial cell",1,"Lymphatic endothelial cells","endothelial cell of lymphatic vessel","CL:0002138","endothelial cell",1,"Cajal-Retzius cell","Cajal-Retzius cell","CL:0000695","neuron",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Fetal Development","CD74, SRGN, SAMHD1, CST3, AOAH, SLC9A9, CTSB, RBM47, LGMN, FTL","Myeloid cells","myeloid cell","CL:0000763","myeloid cell","Macrophage","macrophage","CL:0000235","macrophage/monocyte",0,"Antigen-presenting cells or macrophages","professional antigen presenting cell,macrophage","CL:0000145,CL:0000235","antigen presenting cell,macrophage/monocyte",0,"Immune cells",NA,NA,"immune cell",0,"Immune oligodendroglial cell(imOLG)",NA,NA,"oligodendrocyte",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Fetal Development","ATP11A, CPM, MECOM, SFTPB, SFTPC, FGFR2, SFTA3, ETV5, ROS1, WIF1","Bronchiolar and alveolar epithelial cells",NA,NA,"epithelial cell","Cuboidal epithelial cells","columnar/cuboidal epithelial cell","CL:0000075","epithelial cell",0.5,"Alveolar type II pneumocytes","type II pneumocyte","CL:0002063","epithelial cell",0.5,"Hepatocytes","hepatocyte","CL:0000182","epithelial cell",0.5,"Alveolar pneumocyte Type II","type II pneumocyte","CL:0002063","epithelial cell",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Fetal Development","LDB2, FLT1, COL4A2, COL4A1, PTPRM, IGFBP7, HSPG2, TCF4, PTPRB, EPAS1","Vascular endothelial cells","endothelial cell of vascular tree","CL:0002139","endothelial cell","Vascular endothelial cells","endothelial cell of vascular tree","CL:0002139","endothelial cell",1,"Vascular endothelial cells","endothelial cell of vascular tree","CL:0002139","endothelial cell",1,"Endothelial cells","endothelial cell","CL:0000115","endothelial cell",0.5,"Hypoblast-like cell",NA,NA,"embryonic cell",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Fetal Development","CLCN5, OLFML2A, NEB, MATN2, MEGF10, FLNC, PAX7, FGFR4, CDH15, CALCR","Satellite cells","skeletal muscle satellite cell","CL:0000594","progenitor cell","Skeletal muscle cells","cell of skeletal muscle","CL:0000188","muscle cell",0,"Skeletal muscle cells or myoblasts","cell of skeletal muscle,myoblast","CL:0000188,CL:0000056","muscle cell",0,"Renal tubular cells",NA,NA,"kidney cell",0,"Putative myogenic progenitor cell",NA,NA,"progenitor cell",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Fetal Development","NPAS3, PTN, GRID2, LSAMP, GPM6A, SLC1A3, QKI, BAI3, CTNND2, PTPRZ1","Astrocytes","astrocyte","CL:0000127","astrocyte","Astrocytes","astrocyte","CL:0000127","astrocyte",1,"Neurons or glial cells","neuron,glial cell","CL:0000540,CL:0000125","neuron",0,"Neurons","neuron","CL:0000540","neuron",0,"Mueller glia cell","Mueller cell","CL:0000636","radial glial cell",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Fetal Development","CHGA, CHGB, DPP6, FGF14, RGS5, AGBL4, CACNA2D3, DBH, SLC24A2, SLC18A1","Sympathoblasts",NA,NA,"progenitor cell","Adrenergic neuron","adrenergic neuron","CL:0000109","neuron",0,"Chromaffin cells (e.g., in adrenal medulla)","chromaffin cell","CL:0000166","epithelial cell",0,"Chromaffin cells","chromaffin cell","CL:0000166","epithelial cell",0,"Enterochromaffin cell","enterochromaffin-like cell","CL:0000504","epithelial cell",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Fetal Development","MECOM, NAALADL2, PKHD1, INADL, PAX8, GATA3, COBLL1, BMPR1B, DCDC2, PAX2","Ureteric bud cells",NA,NA,"ureteric bud cell","Kidney development cells",NA,NA,"kidney cell",0,"Kidney progenitor cells or developing nephrons",NA,NA,"progenitor cell",0,"Hematopoietic stem/progenitor cells","hematopoietic stem cell","CL:0000037","stem cell",0,"Effector Th2-like cell",NA,NA,"t/nk cell",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Fetal Development","PLXDC2, SPP1, DOCK4, SFMBT2, FRMD4A, SLC9A9, ITPR2, DOCK8, APBB1IP, IPCEF1","Microglia","microglial cell","CL:0000129","microglia","Pericyte","pericyte","CL:0000669","pericyte",0,"Neurons, astrocytes, or oligodendrocytes","neuron,astrocyte,oligodendrocyte","CL:0000540,CL:0000127,CL:0000128","neuron,astrocyte,oligodendrocyte",0.5,"Vascular endothelial cells","endothelial cell of vascular tree","CL:0002139","endothelial cell",0,"Undifferentiated pancreatic progenitor cell",NA,NA,"progenitor cell",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Fetal Development","PTPRD, NTNG1, RNF220, CNTNAP2, NRXN1, TENM2, RIMS2, RBFOX1, ERC2, MEG3","Limbic system neurons",NA,NA,"neuron","Neurons","neuron","CL:0000540","neuron",0.5,"Neurons or neuronal progenitor cells","neuron,NA","CL:0000540,NA","neuron",0.5,"Neurons","neuron","CL:0000540","neuron",0.5,"Lake et al.Science.Ex3",NA,NA,"neuron",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Fetal Development","NRXN3, UNC5C, XKR4, NRXN1, NKAIN2, GRID2, CSMD1, ADARB2, ANKS1B, MSRA","Inhibitory interneurons","inhibitory interneuron","CL:0000498","neuron","Neurons","neuron","CL:0000540","neuron",0.5,"Neurons or neuronal progenitor cells","neuron,NA","CL:0000540,NA","neuron",0.5,"Neurons","neuron","CL:0000540","neuron",0.5,"Adenocarcinoma stem-like cell",NA,NA,"stem cell",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Fetal Development","RBFOX1, RGS5, STMN2, CACNA2D3, CHGB, KCNQ5, ALCAM, BMPR1B, CHGA, DBH","Chromaffin cells","chromaffin cell","CL:0000166","epithelial cell","Adrenergic neuron","adrenergic neuron","CL:0000109","neuron",0,"Neurons or chromaffin cells","neuron,chromaffin cell","CL:0000540,CL:0000166","neuron,epithelial cell",0.5,"Neurons","neuron","CL:0000540","neuron",0,"Adrenal medulla cell","adrenal medulla chromaffin cell","CL:0000336","epithelial cell",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Fetal Development","LSAMP, CSMD1, LHFPL3, KCND2, PCDH15, CADM2, PTPRZ1, LRRC4C, OPCML, LRP1B","Oligodendrocytes","oligodendrocyte","CL:0000128","oligodendrocyte","Oligodendrocytes","oligodendrocyte","CL:0000128","oligodendrocyte",1,"Neurons or glial cells","neuron,glial cell","CL:0000540,CL:0000125","neuron",0,"Neurons","neuron","CL:0000540","neuron",0,"Outer radial glia",NA,NA,"radial glial cell",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Fetal Development","COL3A1, POSTN, VIM, CDH11, HSPG2, EMCN, FN1, CALCRL, ENG, HMCN1","Endocardial cells","endocardial cell","CL:0002350","endothelial cell","Myofibroblasts","myofibroblast cell","CL:0000186","myofibroblast cell",0,"Vascular smooth muscle cells or pericytes","vascular associated smooth muscle cell,pericyte","CL:0000359,CL:0000669","muscle cell,pericyte",0,"Collagen-rich fibroblasts",NA,NA,"fibroblast",0,"Early endothelial cell",NA,NA,"endothelial cell",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Fetal Development","CADM2, MARCH1, SYT1, EYS, RORB, FSTL5, GALNT13, MPPED2, CADPS, ZNF385B","Photoreceptor cells","photoreceptor cell","CL:0000210","neuron","Neurons","neuron","CL:0000540","neuron",0.5,"Neurons or retinal cells","neuron,retinal cell","CL:0000540,CL:0009004","neuron",0.5,"Neurons","neuron","CL:0000540","neuron",0.5,"Layer 4 cell",NA,NA,"brain cell",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Fetal Development","HBG2, HBA1, HBA2, HBG1, SLC25A37, ANK1, TFRC, CD36, EPB41, SPTA1","Erythroblasts","erythroblast","CL:0000765","erythroid cell","Erythrocytes","erythrocyte","CL:0000232","erythroid cell",0.5,"Erythrocyte progenitor cells or erythroblasts","erythroid progenitor cell,erythroblast","CL:0000038,CL:0000765","progenitor cell,erythroid cell",0.5,"Hemoglobin-producing cells",NA,NA,"erythroid cell",0.5,"Erythrocyte","erythrocyte","CL:0000232","erythroid cell",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Fetal Development","SLC35F1, ZNF536, GFRA1, CDH19, PLP1, PRIMA1, COL20A1, SOX10, MPZ, INSC","ENS glia",NA,NA,"glial cell","Schwann cell","Schwann cell","CL:0002573","glial cell",0.5,"Schwann cells or glial cells","Schwann cell,glial cell","CL:0002573,CL:0000125","glial cell",0.5,"Schwann cells","Schwann cell","CL:0002573","glial cell",0.5,"Schwann cell ","Schwann cell","CL:0002573","glial cell",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Fetal Development","PTPRC, ARHGAP15, B2M, PABPC1, SKAP1, LCP1, HLA-B, FAM65B, ETS1, CD247","Lymphoid cells","lymphocyte","CL:0000542","lymphocyte","T lymphocytes","T cell","CL:0000084","t/nk cell",0,"T cells or T cell precursors","T cell,NA","CL:0000084,NA","t/nk cell",0,"T cells","T cell","CL:0000084","t/nk cell",0,"CD45+ immune cell",NA,NA,"immune cell",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Fetal Development","TTN, MYH3, NEB, MYLPF, TPM2, MYL1, ACTC1, ACTA1, TNNC2, TNNT3","Skeletal muscle cells","cell of skeletal muscle","CL:0000188","muscle cell","Skeletal muscle cells","cell of skeletal muscle","CL:0000188","muscle cell",1,"Skeletal muscle cells","cell of skeletal muscle","CL:0000188","muscle cell",1,"Muscle cells","muscle cell","CL:0000187","muscle cell",0.5,"Myotube","myotube","CL:0002372","muscle cell",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Fetal Development","AP000705.7, C3, SULF1, ALDH1A2, HHIP, MSLN, LINC00842, TFPI2, PTPRQ, SBSPON","Mesothelial cells","mesothelial cell","CL:0000077","epithelial cell","Endothelial cells","endothelial cell","CL:0000115","endothelial cell",0.5,"Mesenchymal stem cells or stromal cells","mesenchymal stem cell,stromal cell","CL:0000134,CL:0000499","stem cell,stromal cell",0,"Extracellular matrix-related genes","extracellular matrix secreting cell","CL:0000327","stromal cell",0,"A1 astrocyte",NA,NA,"astrocyte",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Fetal Development","RBFOX1, PTPRD, ROBO2, LRRC7, NRXN1, DLGAP1, GPM6A, NKAIN2, SOX5, TMEM108","Excitatory neurons",NA,NA,"neuron","Neurons","neuron","CL:0000540","neuron",0.5,"Neurons or neuronal progenitor cells","neuron,NA","CL:0000540,NA","neuron",0.5,"Neurons","neuron","CL:0000540","neuron",0.5,"Deep layer neuron",NA,NA,"neuron",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Fetal Development","RORB, LGR4, SORCS1, GALNT13, CLVS1, CRB1, ILDR2, FAM184B, ADAMTS18, RP11-89K21.1","Retinal progenitors and Muller glia","retinal progenitor cell,Mueller cell","CL:0002672,CL:0000636","progenitor cell,radial glial cell","Retinal cells","retinal cell","CL:0009004","neuron",0,"Retinal cells or photoreceptor cells","retinal cell,photoreceptor cell","CL:0009004,CL:0000210","neuron",0,"Retinal cells","retinal cell","CL:0009004","neuron",0,"Layer 4 cell",NA,NA,"brain cell",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Fetal Development","ALB, AFP, APOA1, APOA2, SERPINA1, APOB, HBA1, AHSG, IGF2, HBG2","Hepatoblasts","hepatoblast","CL:0005026","stem cell","Hepatocytes","hepatocyte","CL:0000182","epithelial cell",0,"Hepatocytes or hepatocyte progenitors","hepatocyte,NA","CL:0000182,NA","epithelial cell,progenitor cell",0,"Liver cells",NA,NA,"liver cell",0,"Erythrocyte","erythrocyte","CL:0000232","erythroid cell",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Fetal Development","LEF1, BCL11B, CALN1, TFDP2, ARHGAP15, THEMIS, SATB1, IKZF2, RUNX1, TCF7","Thymocytes","thymocyte","CL:0000893","t/nk cell","T helper cells","helper T cell","CL:0000912","t/nk cell",0.5,"T cells or T cell precursors","T cell,NA","CL:0000084,NA","t/nk cell",0.5,"Hematopoietic stem/progenitor cells","hematopoietic stem cell","CL:0000037","stem cell",0,"Central memory T cell precursor",NA,NA,"progenitor cell",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Fetal Development","DAB1, GRID2, RORA, AUTS2, BAI3, NRG1, EBF1, GRIK1, FOXP2, LPHN2","Purkinje neurons","Purkinje cell","CL:0000121","neuron","Excitatory neurons",NA,NA,"neuron",0.5,"Neurons or neuronal progenitor cells","neuron,NA","CL:0000540,NA","neuron",0.5,"Neurons","neuron","CL:0000540","neuron",0.5,"Airway basal cell","respiratory basal cell","CL:0002633","epithelial cell",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Fetal Development","TENM3, FBN2, ARL15, EGFR, KANK1, ZFAT, SVEP1, RHOBTB1, RP11-30J20.1, MBNL3","Syncytiotrophoblasts and villous cytotrophoblasts","syncytiotrophoblast cell,placental villous trophoblast","CL:0000525,CL:2000060","extraembryonic cell","Adipocytes","fat cell","CL:0000136","fat cell",0,"Mesenchymal stem cells or stromal cells","mesenchymal stem cell,stromal cell","CL:0000134,CL:0000499","stem cell,stromal cell",0,"Neurons","neuron","CL:0000540","neuron",0,"Glioma stem cell",NA,NA,"malignant cell",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Fetal Development","GPC3, KIAA1217, PALLD, MEIS2, MEIS1, FLRT2, TNC, NR2F2, KIF26B, CCBE1","Mesangial cells","mesangial cell","CL:0000650","pericyte","Endothelial cells","endothelial cell","CL:0000115","endothelial cell",0,"Mesenchymal stem cells or stromal cells","mesenchymal stem cell,stromal cell","CL:0000134,CL:0000499","stem cell,stromal cell",0.5,"Chondrocytes","chondrocyte","CL:0000138","stromal cell",0.5,"LGE-lineage cell (lateral ganglionic eminence)",NA,NA,"brain cell",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Fetal Development","COL4A2, COL3A1, COL1A1, CALD1, NOTCH3, COL6A3, BGN, RGS5, PDGFRB, ITGA1","Smooth muscle cells","smooth muscle cell","CL:0000192","muscle cell","Fibroblasts","fibroblast","CL:0000057","fibroblast",0,"Vascular smooth muscle cells or pericytes","vascular associated smooth muscle cell,pericyte","CL:0000359,CL:0000669","muscle cell,pericyte",0.5,"Smooth muscle cells","smooth muscle cell","CL:0000192","muscle cell",1,"Fusiform cerebral cell",NA,NA,"brain cell",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Azimuth","Fetal Development","PCSK5, APOA1, C10orf112, RAB11FIP1, LGALS3, ARID3A, THRB, CPS1, MYH14, HNF4A","Intestinal epithelial cells","intestinal epithelial cell","CL:0002563","epithelial cell","Hepatocytes","hepatocyte","CL:0000182","epithelial cell",0.5,"Hepatocytes or hepatocyte progenitors","hepatocyte,NA","CL:0000182,NA","epithelial cell,progenitor cell",0.5,"Hepatocytes","hepatocyte","CL:0000182","epithelial cell",0.5,"Cone photoreceptor cell","retinal cone cell","CL:0000573","neuron",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
