"dataset","tissue","marker","manual_annotation","manual_CLname","manual_CLID","manual_broadtype","gpt4aug3_annotation","gpt4aug3_CLname","gpt4aug3_CLID","gpt4aug3_broadtype","gpt4aug3_agreement"
"HCL_top20",NA,"RPS27, RPS29, CSTA, RPL21, RPL30, RPL34, LST1, CTSS, TYROBP, RPL31, RPL37, RPS27A, RPL32, FCN1, RPS14, RPL39, RPL27A, GMFG, RPLP1, RPS15A","Antigen presenting cell (RPS high)","professional antigen presenting cell","CL:0000145","antigen presenting cell","Ribosomes",NA,NA,NA,0
"HCL_top20",NA,"MATN1, MIA, C2orf82, EPYC, HAPLN1, LECT1, S100B, COL2A1, SEC61G, MATN3, S100A1, COL9A1, S100A13, MGP, C2orf40, COL11A1, SCRG1, COL11A2, COL9A2, RP4-765C7.2","Fetal chondrocyte","chondrocyte","CL:0000138","stromal cell","Chondrocytes","chondrocyte","CL:0000138","stromal cell",1
"HCL_top20",NA,"CPA2, CELA3A, SPINK1, SERPINA3, PRSS2, PRSS1, REG3G, PLA2G1B, REG1A, REG1B, CTRB2, GP2, RPL34, RPL3, CELA3B, AMY2A, AMY2B, CTRC, RPL21, RPS27","Pancreas exocrine cell","pancreas exocrine glandular cell","CL:1001599","epithelial cell","Pancreatic acinar cells","pancreatic acinar cell","CL:0002064","epithelial cell",0.5
"HCL_top20",NA,"SRGN, AZU1, MPO, MS4A3, RNASE2, ELANE, DEFA4, CTSG, PRTN3, ARHGDIB, DEFA3, CST7, RNASE3, PLAC8, SERPINB1, CSTA, NUCB2, LYZ, BPI, RPLP1","Neutrophil","neutrophil","CL:0000775","granulocyte","Neutrophils","neutrophil","CL:0000775","granulocyte",1
"HCL_top20",NA,"FTL, CD74, HLA-DRA, CTSD, C1QB, FTH1, C1QA, GRN, HLA-DPA1, APOC1, SERPINA1, HLA-DPB1, HLA-DRB1, CTSB, HLA-DQB1, LAPTM5, CTSC, PSAP, LGALS3, TYROBP","M2 Macrophage","alternatively activated macrophage","CL:0000890","macrophage/monocyte","Macrophages","macrophage","CL:0000235","macrophage/monocyte",0.5
"HCL_top20",NA,"PGC, PGA5, LIPF, PGA3, CYSTM1, MT1G, CXCL17, MT1E, MUC1, AZGP1, MT2A, CHIA, PDIA2, MT1X, CST3, TPT1, PSCA, REG1A, GLUL, CD24","Gastric chief cell","peptic cell","CL:0000155","epithelial cell","Gastric chief cells","peptic cell","CL:0000155","epithelial cell",1
"HCL_top20",NA,"CD1B, RP11-144L1.4, CD1E, KIAA0101, NDUFB3, TRDC, GMFG, RP11-620J15.3, FABP5, CBX3, SRP9, LSM3, SSBP1, HMGN3, TUBB, NDUFB1, HNRNPD, CD99, ERH, PTTG1","Proliferating T cell",NA,NA,"t/nk cell","Dendritic Cells","dendritic cell","CL:0000451","dendritic cell",0
"HCL_top20",NA,"AGR2, CYSTM1, LYZ, MUC1, TFF2, TPT1, PSCA, ANXA10, CLDN18, MUC6, TSPAN8, CA2, LIPF, EEF1A1, CD24, RNASE1, ACTG1, GOLM1, SPINK1, PIGR","Goblet cell","goblet cell","CL:0000160","epithelial cell","Gastric Mucosal Cells","surface mucosal cell of stomach","CL:0002182","epithelial cell",0.5
"HCL_top20",NA,"ATP6V1G3, TMEM213, RTN4, ATP6AP2, ATP6V0D2, CA12, NDUFA4, CYSTM1, FXYD2, LITAF, CD24, C12orf75, RARRES3, ADGRF5, COX7A2, SMIM24, DEFB1, MAL, ATP6V0E1, LGALS3","Intercalated cell","renal intercalated cell","CL:0005010","epithelial cell","Kidney Cells","kidney cell","CL:1000497","kidney cell",0
"HCL_top20",NA,"WFDC2, PIGR, SLPI, AZGP1, TACSTD2, CXCL17, KRT7, CLDN4, KRT19, CD24, FXYD3, LTF, ANXA1, SAA1, DEFB1, SDC4, SCGB3A1, SERPINA3, CP, PERP","Stratified epithelial cell","stratified epithelial cell","CL:0000079","epithelial cell","Breast Epithelial Cells","mammary gland epithelial cell","CL:0002327","epithelial cell",0.5
"HCL_top20",NA,"S100P, S100A6, RPS27, S100A11, RPL31, RPL34, SPINK1, RPS6, B2M, ADIRF, RPL21, MTATP6P1, RPS29, CLDN4, RPL30, RPS27A, RPS18, RPLP1, RPS14, FXYD3","Epithelial cell (intermediated)","epithelial cell","CL:0000066","epithelial cell","Pancreatic Cells",NA,NA,"pancreatic cell",0
"HCL_top20",NA,"FCN3, CCL5, HLA-B, MYL12A, CRHBP, IFITM2, IFITM3, MS4A6A, S100A4, HLA-C, CTSL, ARHGDIB, RPL32, UBB, FCN2, IFI27, HLA-E, RPS25, GMFG, H3F3B","Sinusoidal endothelial cell","endothelial cell of hepatic sinusoid","CL:1000398","endothelial cell","Myeloid Cells","myeloid cell","CL:0000763","myeloid cell",0
"HCL_top20",NA,"RPS6, RPS19, RPS18, RPS4X, RPS3A, RPS14, RPS23, RPL11, RPS16, RPS3, RPL15, RPS27, RPLP1, RPS27A, RPL5, RAN, RPL27, RPS24, RPL9, RPL31","Primordial germ cell","primordial germ cell","CL:0000670","germ cell","Ribosomes/Ribosomal Cells",NA,NA,NA,0
"HCL_top20",NA,"RPS9, RPL36A, GAS5, BTF3, NPM1, SNHG5, ZFAS1, STMN1, SLC25A6, RPS3A, EEF1B2, UBA52, RPS4Y1, TUBA1B, HMGB2, SNRPE, KIAA0101, HMGB1, FAU, ATP5G2","Fetal skeletal muscle cell","cell of skeletal muscle","CL:0000188","muscle cell","Ribosomes/Ribosomal Cells",NA,NA,NA,0
"HCL_top20",NA,"EPAS1, LUM, FN1, DCN, HLA-B, SPARCL1, HLA-E, SPARC, CAV1, IFITM3, AQP1, GPX3, TIMP3, IFI27, ADIRF, FOS, ADH1B, MFAP4, A2M, MGP","Endothelial cell (endothelial to mesenchymal transition)","valve endothelial cell","CL:4030033","endothelial cell","Endothelial Cells","endothelial cell","CL:0000115","endothelial cell",0.5
"HCL_top20",NA,"S100A2, KRT5, SFN, KRT17, AQP3, SERPINB5, KRT15, KRT6A, KRT14, FGFBP1, TACSTD2, PERP, KLF5, CD9, ETS2, EZR, FXYD3, TNFRSF12A, TUBA1C, ANXA2","Basal cell","basal cell","CL:0000646","stem cell","Stratified Squamous Epithelial Cells","stratified squamous epithelial cell","CL:0000240","epithelial cell",0
"HCL_top20",NA,"GPM6A, MT3, C1orf61, SLC1A3, CLU, CKB, ATP1A2, SPARCL1, ALDOC, SCD5, SCG3, CPE, S100B, FABP7, SERPINE2, NDRG2, 4-Sep, PTN, TSPAN7, TUBB2B","Astrocyte","astrocyte","CL:0000127","astrocyte","Neurons","neuron","CL:0000540","neuron",0
"HCL_top20",NA,"SPINK1, DLK1, RBPJ, MEG3, CPA2, RBP1, HNRNPA1, XIST, CD24, SERPINA1, SOX4, BEX3, TM4SF1, FLRT2, SLC4A4, GATM, CLDN10, HNRNPA2B1, ERP27, CLU","Fetal acinar cell","acinar cell","CL:0000622","epithelial cell","Pancreatic Cells",NA,NA,"pancreatic cell",0
"HCL_top20",NA,"MYL7, ACTC1, TNNT2, MYL2, MYL3, TPM1, TNNC1, PLN, CSRP3, TNNI3, COX7A1, SLC25A4, SMPX, MYL4, HSPB7, MDH1, TNNI1, NREP, FHL2, MYH7","Ventricle cardiomyocyte","ventricular cardiac muscle cell","CL:2000046","muscle cell","Cardiac Muscle Cells","cardiac muscle cell","CL:0000746","muscle cell",0.5
"HCL_top20",NA,"ITLN1, SLPI, HP, PRG4, ADIRF, TPT1, CPB1, TIMP1, C3, MT1E, CFH, ADH1B, RPS8, OGN, C1S, SERPING1, KRT19, IL6ST, RPS12, CPE","Mesothelial cell","mesothelial cell","CL:0000077","epithelial cell","Gastric Mucosal Cells","surface mucosal cell of stomach","CL:0002182","epithelial cell",0.5
"HCL_top20",NA,"DEFB1, LDHB, FXYD2, CD24, POU3F3, ITM2C, SLC12A1, BEX3, COX7B, WFDC2, COX6C, ATP5J, CLDN10, LINC01158, UQCRH, COX6B1, UQCR10, ATP5L, NDUFA1, SKP1","Ureteric bud cell",NA,NA,"ureteric bud cell","Kidney Tubule Cells","kidney tubule cell","CL:1000507","epithelial cell",0
"HCL_top20",NA,"AFP, FTL, LDHB, GPX3, SMIM24, CUBN, ATPIF1, HSPA5, RIDA, APOM, CYB5A, LRP2, GPC3, SLC3A1, HSPE1, BHMT, LAMTOR5, TMBIM6, RP5-887A10.1, PDZK1","Proximal tubule progenitor",NA,NA,"progenitor cell","Hepatocytes","hepatocyte","CL:0000182","epithelial cell",0
"HCL_top20",NA,"KLK3, AZGP1, MSMB, SAT1, PLPP1, DHRS7, TACSTD2, TSPAN1, KLK2, KRT18, ACPP, NPY, EFNA1, TSPAN8, KLK4, RDH11, TNFRSF12A, TSTD1, FOLH1, RPS27","Gastric endocrine cell","enteroendocrine cell","CL:0000164","secretory cell","Prostate Epithelial Cells","epithelial cell of prostate","CL:0002231","epithelial cell",0
"HCL_top20",NA,"TPSB2, CPA3, TPSAB1, SRGN, RGS2, RGS1, NFKBIA, GLUL, VIM, ANXA1, CTSG, MS4A2, HPGDS, FOSB, CD44, LMNA, BIRC3, FTH1, PTGS2, GATA2","Mast cell","mast cell","CL:0000097","granulocyte","Basophils","mature basophil","CL:0000043","granulocyte",0.5
"HCL_top20",NA,"GLIPR1L1, KRT18, SLIRP, GAL, OCIAD2, ATP5G3, UCHL1, PRDX4, MIR302B, RPS2P46, SNHG5, TPI1, RANBP1, RPS27L, SNRPN, TAGLN, RAN, TUBB, ENO1, PPP1R14B","hESC","embryonic stem cell","CL:0002322","stem cell","Sperm Cells","sperm","CL:0000019","germ cell",0
"HCL_top20",NA,"CHGA, TTR, ALDH1A1, ERO1B, CPE, SCG5, BEX1, EPCAM, SCGN, HDC, GNAS, UBB, RBP1, CHGB, PCSK1N, KLK11, SCG3, INS, NEUROD1, MAOB","Fetal endocrine cell","endocrine cell","CL:0000163","secretory cell","Enteroendocrine Cells","enteroendocrine cell","CL:0000164","secretory cell",0.5
"HCL_top20",NA,"MIR202HG, BEX1, ZFAND5, RNASE1, COL1A2, APOA1, AMH, SERPINA5, FSCN1, GSTA1, TMEM123, SERPINF1, CTSV, CKB, CITED1, MARCKSL1, INHA, RBBP7, CD99, OBSL1","Immature sertoli cell (Pre-Sertoli cell)",NA,NA,"epithelial cell","Ovarian Granulosa Cells","granulosa cell","CL:0000501","epithelial cell",0.5
"HCL_top20",NA,"CCL5, CYP17A1, BTG1, CXCR4, GZMB, HLA-C, SRGN, CST7, CREM, ARHGDIB, HSD3B2, LAPTM5, APOE, LITAF, SARAF, HLA-E, TYROBP, RGS1, SPP1, IER3","Myeloid cell","myeloid cell","CL:0000763","myeloid cell","Cytotoxic T Cells","cytotoxic T cell","CL:0000910","t/nk cell",0
"HCL_top20",NA,"S100B, GPM6B, PLP1, ANXA2, TUBA1A, STMN1, SPARC, CRABP1, TUBA1B, VIM, CRYAB, ITM2C, LAMA4, MARCKS, CNN3, MPZ, CNP, EDNRB, RBP1, COL5A2","Fetal Neuron","neuron","CL:0000540","neuron","Astrocytes","astrocyte","CL:0000127","astrocyte",0
"HCL_top20",NA,"FN1, MT2A, HAPLN1, C2orf40, CYTL1, ACAN, CTGF, SCRG1, SOD2, A2M, CLU, FMOD, CHAD, COL2A1, CST3, PRELP, MMP3, CFH, PLA2G2A, MT1E","Chondrocyte","chondrocyte","CL:0000138","stromal cell","Humerus Chondrocytes","chondrocyte","CL:0000138","stromal cell",1
"HCL_top20",NA,"ACP5, SPP1, MMP9, CTSK, CST3, CSTB, COX7B, RGS10, S100A4, ATP6V1G1, ATP6V0E1, NDUFA1, USMG5, SLC9B2, TMSB10, COX7C, UQCRB, C14orf2, B2M, MTATP6P1","Kidney intercalated cell","kidney connecting tubule intercalated cell","CL:4030019","epithelial cell","Osteoclasts","osteoblast","CL:0000062","osteoblast",0
"HCL_top20",NA,"THRSP, FABP4, RBP4, G0S2, CHCHD10, DGAT2, COX5B, RPLP2, COX4I1, UQCRQ, NDUFA4, COX5A, UCP1, ECHS1, COX7A1, AGPAT2, COX7A2, UQCRFS1, ATP5J, UQCR11","Adrenal gland inflammatory cell","adrenal gland glandular cell","CL:1001601","epithelial cell","Brown Adipocyte Cells","brown fat cell","CL:0000449","fat cell",0
"HCL_top30",NA,"BEX3, STMN1, HNRNPA1, SOX4, LDHB, SKP1, SNRPE, HMGB1, RPL10A, ID3, SRP9, GSTP1, SRP14, CKS2, ITM2C, H2AFZ, NPM1, SON, HSP90AB1, GAPDH, HMGN3, ATP5G2, TMA7, RACK1, HNRNPC, TCEAL9, NREP, RAN, HES1, SNRPF","Fetal epithelial progenitor",NA,NA,"progenitor cell","Astrocytes","astrocyte","CL:0000127","astrocyte",0
"HCL_top30",NA,"CTSB, FTL, C1QB, LAPTM5, TYROBP, PSAP, C1QA, HLA-DRA, CTSD, NPC2, FCER1G, CD74, HLA-DRB1, CCL3, FTH1, CTSS, CD163, GPNMB, SRGN, CXCL8, C1QC, RNASE1, SOD2, LGMN, NFKBIA, SAT1, APOC1, CCL4, GRN, AIF1","Macrophage","macrophage","CL:0000235","macrophage/monocyte","Macrophages","macrophage","CL:0000235","macrophage/monocyte",1
"HCL_top30",NA,"JCHAIN, IGHA1, SSR4, MZB1, IGKC, IGHA2, HERPUD1, DERL3, SEC11C, FKBP11, FKBP2, RGS1, IGLC2, CD79A, ISG20, IGLC3, TNFRSF17, HSP90B1, TSC22D3, JUN, SPCS2, XBP1, PRDX4, SPCS1, DNAJB1, MYDGF, VIMP, SDF2L1, SPCS3, AL928768.3","B cell (Plasmocyte)","plasma cell","CL:0000786","b cell","Plasma Cells","plasma cell","CL:0000786","b cell",1
"HCL_top30",NA,"C1S, TIMP2, COL6A3, SEMA3C, MMP2, GSN, IGFBP6, MFAP4, COL6A1, PLAC9, CYBRD1, PODN, CCDC80, TGFBR2, GPNMB, SCARA5, TSC22D3, GLUL, SERPINF1, FSTL1, TIMP3, SPARCL1, PI16, SFRP2, MFAP5, CPE, FBLN2, FBN1, PLPP3, MGST1","Fibroblast","fibroblast","CL:0000057","fibroblast","Fibroblasts","fibroblast","CL:0000057","fibroblast",1
"HCL_top30",NA,"PEBP1, MRPL33, STAR, RARRES2, CLU, CYP21A2, CYP17A1, AKR1B1, NOV, TPD52L1, EPHX1, SERPINA5, MGST1, CYSTM1, HSD3B2, CYP11B1, CHCHD2, BST2, FDX1, BEX3, CYB5B, PRDX2, FADS2, MYL9, RBP1, NDUFB4, PRDX3, CYP11A1, C9orf16, SOD1","Fasciculata cell","type II cell of adrenal cortex","CL:0002136","epithelial cell","Adrenal Cortical Cells","cortical cell of adrenal gland","CL:0002097","epithelial cell",0.5
"HCL_top30",NA,"TRAC, CD3D, TRBC1, LTB, CD52, TRBC2, PABPC1, RP11-543P15.1, CALM1, IL2RG, SH3BGRL3, CXCR4, GMFG, IL32, CREM, EEF1D, LDHB, SNHG5, HLA-C, ARHGDIB, GPR183, RPL22, HINT1, PCED1B-AS1, CD69, EVL, CYTIP, BTF3, BTG1, IFITM1","T cell","T cell","CL:0000084","t/nk cell","T-Cells","T cell","CL:0000084","t/nk cell",1
"HCL_top30",NA,"MDK, LGALS1, STMN1, DCN, COL1A2, BEX3, COL1A1, COL3A1, NREP, TUBB, HNRNPA1, RPL10A, NPM1, HMGB1, RPS2, RPL10P9, RPS7, LUM, RBP1, RPL28, TMSB15A, H2AFZ, RPL7A, TUBA1B, UBB, RPS5, NAP1L1, HMGB2, GPC3, GAS5","Fetal mesenchymal progenitor","mesenchymal cell","CL:0008019","mesenchymal cell","Hepatic Stellate Cells","hepatic stellate cell","CL:0000632","fibroblast",0
"HCL_top30",NA,"IFI27, TM4SF1, HLA-B, HLA-E, A2M, SOCS3, IGFBP7, SPARCL1, IFITM2, IFITM3, TGFBR2, EPAS1, GNG11, ITM2B, AQP1, PECAM1, HES1, ZFP36, RNASE1, HLA-A, ACKR1, PLVAP, ICAM1, KLF4, THBD, SELE, HLA-DRB1, SLC2A3, CD74, EMCN","Endothelial cell (APC)","endothelial cell","CL:0000115","endothelial cell","Endothelial Cells","endothelial cell","CL:0000115","endothelial cell",1
"HCL_top30",NA,"LGALS4, PIGR, FXYD3, PHGR1, C15orf48, KRT19, TSPAN8, KRT8, EPCAM, LGALS3, GPX2, FABP1, MTCO1P12, KRT18, ELF3, FAM3D, PLA2G2A, CLDN3, CKB, CLDN4, SELENBP1, HES1, CD24, JUN, AGR2, CA1, RN7SK, ITM2C, HSPA1B, CLDN7","Enterocyte progenitor",NA,NA,"progenitor cell","Enterocytes","enterocyte","CL:0000584","epithelial cell",0
"HCL_top30",NA,"COL5A1, MEST, DLK1, OGN, LUM, POSTN, COL5A2, FSTL1, ISLR, GPC3, COL3A1, PLAC9, RPS9, NPM1, ITM2C, ITM2A, LAPTM4A, IFITM3, MAGED2, LAMA4, BTF3, GAS5, COL1A2, SPRY1, RPS4Y1, CAPN6, FNDC1, SNHG5, COL12A1, KCTD12","Fetal stromal cell","stromal cell","CL:0000499","stromal cell","Fibroblasts","fibroblast","CL:0000057","fibroblast",0.5
"HCL_top30",NA,"MLLT11, GPM6A, TMSB15A, UCHL1, NREP, TUBB2B, POU3F3, HN1, NNAT, FABP7, TUBB, HMGB1, GAP43, STMN2, SUMO2, NEUROD6, BEX1, SRP9, C1orf61, TUBA1A, LINC01158, FABP5, YWHAE, HNRNPD, SKP1, HSBP1, BEX3, HNRNPA2B1, DYNLT1, LINC01551","Fetal neuron","neuron","CL:0000540","neuron","Neurons","neuron","CL:0000540","neuron",1
"HCL_top30",NA,"RPS23, RPS3, RPS27A, RPS6, RPS3A, UROD, AHSP, BLVRB, RPS14, RPS17, RPL34, PRDX2, RPL10, HMGA1, RPL26, KIAA0101, RPL27A, TUBA1B, RPL19, RPL31, GYPC, SNRPD1, RPL36, PTMA, RPS16, RPLP1, EEF1B2, RPLP0, RPS15, RPL32","Erythroid progenitor cell (RP high)","erythroid progenitor cell","CL:0000038","progenitor cell","Red Blood Cells","primitive red blood cell","CL:0002355","erythroid cell",0
"HCL_top30",NA,"FCER1G, AIF1, FCN1, CTSS, LST1, TYROBP, LYZ, CD52, LAPTM5, OAZ1, SH3BGRL3, CSTA, PSAP, ARHGDIB, S100A12, VIM, SOD2, COTL1, CST3, BCL2A1, SERPINA1, MS4A6A, NFKBIA, S100A9, PABPC1, S100A11, S100A4, ITGB2, CD14, GMFG","Monocyte","monocyte","CL:0000576","macrophage/monocyte","Monocytes","monocyte","CL:0000576","macrophage/monocyte",1
"HCL_top30",NA,"AGR2, MT1G, TSPAN8, MT1H, MT1E, FABP1, AGR3, LGALS2, GSTA1, SPINK1, KRT18, KRT8, S100A10, EPCAM, SNHG8, CCL25, AFP, MT1F, TXN, CPS1, ANXA13, LGALS3, LRRC75A-AS1, SUCLG1, MT1X, CLDN4, ZFAS1, OAT, SMIM24, SNRPF","Fetal enterocyte","enterocyte","CL:0000584","epithelial cell","Hepatocytes","hepatocyte","CL:0000182","epithelial cell",0.5
"HCL_top30",NA,"RBP2, TTR, APOA1, GSTA1, FABP1, FABP2, SERPINA1, FTL, SMIM24, APOC3, SEPP1, LGALS2, S100A14, OAT, MTTP, SMLR1, CTSA, AFP, ANXA13, MUC13, LGALS3, SUCLG1, TMEM256, MEP1A, KRT18, TMEM45B, FXYD3, TDP2, AGR3, MAF","Hepatocyte/Endodermal cell","hepatocyte,endodermal cell","CL:0000182,CL:0000223","epithelial cell,embryonic cell","Enterocytes","enterocyte","CL:0000584","epithelial cell",0.5
"HCL_top30",NA,"FOS, RPL34, RPL31, RPS18, RPS14, RPL7, TMSB10, RPS27A, RPS3A, RPL35A, RPL32, RPS19, BEX3, RPS23, RPS27, RPS6, RPL5, RPL11, RPL21, RPS3, EEF1A1, RPL13A, RPL30, RPL27A, RPS12, RPL9, RPL15, RPL10, RPL3, STMN1","Fetal fibroblast","fibroblast","CL:0000057","fibroblast","Immune Cells",NA,NA,"immune cell",0
"HCL_top30",NA,"TMSB4X, A2M, GNG11, TMSB10, B2M, IFITM3, RAMP2, COL4A1, PRCP, TM4SF1, ESAM, CAV1, CDH5, CD34, PLVAP, ANXA2, SDPR, PECAM1, EMCN, MYL12A, PCAT19, APLNR, SPARC, HSPG2, STMN1, COL4A2, SERPINH1, C8orf4, FKBP1A, CD93","Endothelial cell","endothelial cell","CL:0000115","endothelial cell","Endothelial Cells","endothelial cell","CL:0000115","endothelial cell",1
"HCL_top30",NA,"HLA-DRA, CD74, HLA-DPA1, HLA-DPB1, HLA-DRB1, CST3, HLA-DQA1, HLA-DQB1, TMSB4X, TMSB10, AIF1, GPR183, FCER1G, LYZ, SRGN, RGS1, SAT1, TYROBP, HLA-DMA, RGS2, ACTB, SH3BGRL3, HLA-DRB6, LST1, CPVL, FTH1, HLA-DQA2, ARHGDIB, HLA-DMB, HLA-DRB5","Dendritic cell","dendritic cell","CL:0000451","dendritic cell","Dendritic Cells","dendritic cell","CL:0000451","dendritic cell",1
"HCL_top30",NA,"DEFB1, CD24, WFDC2, SPP1, CYSTM1, IGFBP7, CLDN4, LDHB, GDF15, ATP1A1, ITM2B, FXYD2, S100A2, S100A6, MAL, ATP6V0E1, MMP7, CYB5A, ATP1B1, NDUFA4, MGST3, CD59, EPCAM, CA12, SLC12A1, TSPAN1, GSTM3, KNG1, ATF3, CD9","Loop of Henle","kidney loop of Henle epithelial cell","CL:1000909","epithelial cell","Salivary Gland Cells","salivary gland cell","CL:0009005","salivary gland cell",0
"HCL_top30",NA,"AHSP, HBG2, HBM, HBA1, HBA2, GYPA, ALAS2, HBG1, GYPB, PRDX2, BLVRB, SLC4A1, UROD, HMBS, GYPC, HEMGN, SLC25A37, AC104389.1, MGST3, TUBA1B, HMGB2, HBZ, SLC25A39, MYL4, HBB, UCP2, FTH1, SELENBP1, PTTG1, TFRC","Erythroid cell","erythroid lineage cell","CL:0000764","erythroid cell","Erythrocytes","erythrocyte","CL:0000232","erythroid cell",0.5
"HCL_top30",NA,"DCN, LUM, MGP, C1S, SERPING1, CFD, GPX3, ADH1B, C1R, EFEMP1, APOD, CXCL12, MFAP4, C7, DPT, CCDC80, NUPR1, LGALS1, MGST1, CD63, IFITM3, ZFP36, C3, EGR1, GSN, FTL, LAPTM4A, SERPINF1, SPARCL1, IGFBP7","Stromal cell","stromal cell","CL:0000499","stromal cell","Fibroblasts","fibroblast","CL:0000057","fibroblast",0.5
"HCL_top30",NA,"PLP1, TUBB4A, ERMN, QKI, CLDN11, CNP, MAG, EDIL3, PTGDS, TF, TMEM144, SCD, FEZ1, SOX2-OT, APLP1, CRYAB, QDPR, ENPP2, CNDP1, GPM6B, RNASE1, DPYSL2, CBR1, CSRP1, SLC44A1, RTN4, CLDND1, MBP, LAMP2, 4-Sep","Oligodendrocyte","oligodendrocyte","CL:0000128","oligodendrocyte","Oligodendrocytes","oligodendrocyte","CL:0000128","oligodendrocyte",1
"HCL_top30",NA,"TM4SF1, ICAM1, CD93, PLPP3, EMP1, ADAMTS9, PCAT19, IFI27, PNP, ATP1A1, SERPINE1, HMOX1, SELE, ETS2, THBD, GJA1, DDX21, HLA-B, SQSTM1, NDRG1, STC1, CD59, MSN, CSF3, CALCRL, A2M, LDHA, TSC22D1, IL6ST, S1PR1","Endothelial cell","endothelial cell","CL:0000115","endothelial cell","Endothelial cells","endothelial cell","CL:0000115","endothelial cell",1
"HCL_top30",NA,"SFTPB, SFTPC, SLC34A2, SFTPA2, SFTPA1, NPC2, NAPSA, MUC1, CTSH, SFTPD, RNASE1, SFTA2, SLPI, LAMP3, CYB5A, TPT1, CLDN18, SCD, DHCR24, LPCAT1, CXCL17, AQP1, SERPINA1, SCGB3A2, ABCA3, C3, C4BPA, HOPX, PIGR, EMP2","AT2 cell","type II pneumocyte","CL:0002063","epithelial cell","Alveolar type II cells","type II pneumocyte","CL:0002063","epithelial cell",1
"HCL_top30",NA,"TG, TFF3, PCP4, GPX3, CRYAB, CD24, CTSB, TPO, CLU, IYD, SLC26A7, MT1X, PEBP1, FOSB, SDC2, VIM, GNAS, MT1F, MT1G, S100A13, ASAH1, DNAJA1, GJA1, C2orf40, HSP90B1, DDX5, NDUFA4, SNHG5, HSPA5, PRDX1","Thyroid follicular cell","thyroid follicular cell","CL:0002258","epithelial cell","Thyroid cells",NA,NA,"thyroid cell",0
"HCL_top30",NA,"MT2A, CRYAB, GEM, SOD2, EEF1A1, EIF1, MAT2A, CXCL8, EMP1, RPS27, FTH1, THBS1, CREM, VIM, TPT1, RPL21, PRNP, RPLP1, TAGLN, B2M, RHOB, MCL1, ZFP36L1, RPS27A, PCP4, TMSB4X, RPL34, RPL30, RPL35A, INSIG1","Smooth muscle cell","smooth muscle cell","CL:0000192","muscle cell","Myofibroblasts","myofibroblast cell","CL:0000186","myofibroblast cell",0
"HCL_top30",NA,"CD74, HLA-DRA, HLA-DRB1, CD52, MS4A1, HLA-DPB1, CD79A, HLA-DPA1, CXCR4, HLA-DQB1, GPR183, LTB, LAPTM5, IGHM, CD37, VPREB3, HLA-DQA1, CD69, CD83, BIRC3, EZR, BTG1, HLA-C, ARHGDIB, CYTIP, HLA-E, RPL18, PABPC1, IGKC, OAZ1","B cell","B cell","CL:0000236","b cell","B lymphocytes","B cell","CL:0000236","b cell",1
"HCL_top30",NA,"PLA2G2A, ADIRF, TM4SF1, HP, TMSB4X, TIMP1, SERPING1, EEF1A1, EFEMP1, S100A10, RPL21, OGN, TPT1, SLPI, ADH1B, RPS12, C3, RPL31, CCDC80, RPL34, RPL7, RPS27, B2M, RPS4Y1, RPS3A, NNMT, S100A6, C1R, ZFP36, RPS27A","Epithelial cell","epithelial cell","CL:0000066","epithelial cell","Epithelial cells","epithelial cell","CL:0000066","epithelial cell",1
"HCL_top30",NA,"PHGR1, ANPEP, FABP1, ALDOB, FABP2, ADIRF, RBP2, SI, EPCAM, PCK1, MT1G, PIGR, GSTA1, CES2, TSPAN8, LGALS4, KRT8, OAT, REG1A, NEAT1, SMIM24, TM4SF4, CYP3A5, HLA-A, KRT20, CBR1, MTCO1P12, APOB, APOA4, PEBP1","Enterocyte","enterocyte","CL:0000584","epithelial cell","Hepatocytes","hepatocyte","CL:0000182","epithelial cell",0.5
"HCL_top30",NA,"RPS14, RPS29, RPS18, RPS6, RPS27, RPLP1, RPL31, RPL34, RPS19, RPL27A, RPS3, RPL7, RPS23, RPL21, RPL32, RPS27A, RPS3A, RPL15, RPS15, RPL13, RPS12, RPL10, RPL30, RPL36, RPL37A, RPL37, RPL19, RPL11, RPS15A, RPL26","Neutrophil (RPS high)","neutrophil","CL:0000775","granulocyte","Ribosome (No cell type)",NA,NA,NA,0
"HCL_top30",NA,"RPS27, RPS29, CSTA, RPL21, RPL30, RPL34, LST1, CTSS, TYROBP, RPL31, RPL37, RPS27A, RPL32, FCN1, RPS14, RPL39, RPL27A, GMFG, RPLP1, RPS15A, CD74, RPLP2, RPS19, RPL11, RPS18, RPL26, RPS13, RPL35A, ARPC3, RPS23","Antigen presenting cell (RPS high)","professional antigen presenting cell","CL:0000145","antigen presenting cell","Monocytes/Ribosome (No cell type)","monocyte","CL:0000576","macrophage/monocyte",0.5
"HCL_top30",NA,"MATN1, MIA, C2orf82, EPYC, HAPLN1, LECT1, S100B, COL2A1, SEC61G, MATN3, S100A1, COL9A1, S100A13, MGP, C2orf40, COL11A1, SCRG1, COL11A2, COL9A2, RP4-765C7.2, COL9A3, ANXA2, DLK1, ACAN, ITM2A, FGFBP2, MIF, IDI1, LUM, NPM1","Fetal chondrocyte","chondrocyte","CL:0000138","stromal cell","Chondrocytes","chondrocyte","CL:0000138","stromal cell",1
